,sentence,values
7461,check your brain and your secret agent decoder ring at the door because you do n't want to think too much about what 's going on .,0.36111
7462,the movie does has some entertainment value - how much depends on how well you like chris rock .,0.52778
7463,a movie that seems motivated more by a desire to match mortarboards with dead poets society and good will hunting than by its own story .,0.51389
7464,a culture clash comedy only half as clever as it thinks it is .,0.27778
7465,the logic of it all will be greek to anyone not predisposed to the movie 's rude and crude humor .,0.19444
7466,"as self-aware movies go , who is cletis tout ?",0.45833
7467,"is clever enough , though thin writing proves its undoing .",0.54167
7468,"starts out strongly before quickly losing its focus , point and purpose in a mess of mixed messages , over-blown drama and bruce willis with a scar .",0.19444
7469,"... a fascinating curiosity piece -- fascinating , that is , for about ten minutes .",0.30556
7470,after that it becomes long and tedious like a classroom play in a college history course .,0.13889
7471,director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .,0.16667
7472,"there are many things that solid acting can do for a movie , but crafting something promising from a mediocre screenplay is not one of them .",0.40278
7473,"its screenplay serves as auto-critique , and its clumsiness as its own most damning censure .",0.375
7474,"at times , it actually hurts to watch .",0.11111
7475,"nemesis suffers from a paunchy midsection , several plodding action sequences and a wickedly undramatic central theme .",0.25
7476,the jokes are telegraphed so far in advance they must have been lost in the mail .,0.22222
7477,( tries ) to parody a genre that 's already a joke in the united states .,0.20833
7478,"the movie is the equivalent of french hip-hop , which also seems to play on a -year delay .",0.055556
7479,"a beyond-lame satire , teddy bears ' picnic ranks among the most pitiful directing debuts by an esteemed writer-actor .",0.23611
7480,"i 've never seen ( a remake ) do anything as stomach-turning as the way adam sandler 's new movie rapes , pillages and incinerates frank capra 's classic ...",0.069444
7481,hollywood 's answer to an air ball .,0.55556
7482,and people make fun of me for liking showgirls .,0.38889
7483,"such a wildly uneven hit-and-miss enterprise , you ca n't help suspecting that it was improvised on a day-to-day basis during production .",0.25
7484,"a weird little movie that 's amusing enough while you watch it , offering fine acting moments and pungent insights into modern l.a. 's show-biz and media subcultures .",0.63889
7485,but it does n't leave you with much .,0.29167
7486,"i 'm convinced i could keep a family of five blind , crippled , amish people alive in this situation better than these british soldiers do at keeping themselves kicking .",0.26389
7487,"like mike is a slight and uninventive movie : like the exalted michael jordan referred to in the title , many can aspire but none can equal .",0.25
7488,there is nothing funny in this every-joke-has - been-told-a - thousand-times - before movie .,0.11111
7489,always destined to be measured against anthony asquith 's acclaimed  screen adaptation .,0.76389
7490,this is standard crime drama fare ... instantly forgettable and thoroughly dull .,0.11111
7491,"there 's some outrageously creative action in the transporter ... ( b ) ut by the time frank parachutes down onto a moving truck , it 's just another cartoon with an unstoppable superman .",0.34722
7492,"one of those based-on-truth stories that persuades you , with every scene , that it could never really have happened this way .",0.5
7493,"from its nauseating spinning credits sequence to a very talented but underutilized supporting cast , bartleby squanders as much as it gives out .",0.22222
7494,"yet another genre exercise , gangster no.  is as generic as its title .",0.23611
7495,"despite the holes in the story and the somewhat predictable plot , moments of the movie caused me to jump in my chair ...",0.47222
7496,"there 's an admirable rigor to jimmy 's relentless anger , and to the script 's refusal of a happy ending , but as those monologues stretch on and on , you realize there 's no place for this story to go but down .",0.27778
7497,"once again , the intelligence of gay audiences has been grossly underestimated , and a meaty plot and well-developed characters have been sacrificed for skin and flash that barely fizzle .",0.40278
7498,"a lightweight , uneven action comedy that freely mingles french , japanese and hollywood cultures .",0.25
7499,"such a fine idea for a film , and such a stultifying , lifeless execution .",0.25
7500,( allen 's ) best works understand why snobbery is a better satiric target than middle-america diversions could ever be .,0.61111
7501,"this overlong infomercial , due out on video before month 's end , is tepid and tedious .",0.27778
7502,"an ambitious , guilt-suffused melodrama crippled by poor casting .",0.25
7503,rarely has sex on screen been so aggressively anti-erotic .,0.18056
7504,"a dull , inconsistent , dishonest female bonding picture .",0.15278
7505,so much about the film is loopy and ludicrous ... that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened .,0.29167
7506,a disappointment for a movie that should have been the ultimate imax trip .,0.22222
7507,does little to elaborate the conceit of setting this blood-soaked tragedy of murderous ambition in the era of richard nixon .,0.44444
7508,"this sade is hardly a perverse , dangerous libertine and agitator -- which would have made for better drama .",0.33333
7509,"he 's just a sad aristocrat in tattered finery , and the film seems as deflated as he does .",0.23611
7510,the film 's needlessly opaque intro takes its doe-eyed crudup out of pre- \/  new york and onto a cross-country road trip of the homeric kind .,0.31944
7511,it 's as if a bored cage spent the duration of the film 's shooting schedule waiting to scream : `` got aids yet ? '',0.125
7512,"in a strange way , egoyan has done too much .",0.47222
7513,he 's worked too hard on this movie .,0.54167
7514,"the film has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo .",0.20833
7515,the last three narcissists left on earth compete for each others ' affections .,0.47222
7516,"a clash between the artificial structure of the story and the more contemporary , naturalistic tone of the film ...",0.38889
7517,"the movie 's messages are quite admirable , but the story is just too clichã©d and too often strains credulity .",0.30556
7518,"what we have here is n't a disaster , exactly , but a very handsomely produced let-down .",0.34722
7519,the script was reportedly rewritten a dozen times -- either  times too many or else too few .,0.097222
7520,"a shoddy male hip hop fantasy filled with guns , expensive cars , lots of naked women and rocawear clothing .",0.34722
7521,"to the filmmakers , ivan is a prince of a fellow , but he comes across as shallow and glib though not mean-spirited , and there 's no indication that he 's been responsible for putting together any movies of particular value or merit .",0.22222
7522,"this is a movie filled with unlikable , spiteful idiots ; whether or not their friendship is salvaged makes no difference in the least .",0.18056
7523,"it 's as if allen , at  , has stopped challenging himself .",0.38889
7524,"scotland , pa is entirely too straight-faced to transcend its clever concept .",0.29167
7525,a movie that the less charitable might describe as a castrated cross between highlander and lolita .,0.23611
7526,"not only does leblanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes .",0.27778
7527,"there 's little to recommend snow dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity .",0.25
7528,it 's deep-sixed by a compulsion to catalog every bodily fluids gag in there 's something about mary and devise a parallel clone-gag .,0.40278
7529,the film rehashes several old themes and is capped with pointless extremes -- it 's insanely violent and very graphic .,0.18056
7530,"sorority boys , which is as bad at it is cruel , takes every potential laugh and stiletto-stomps the life out of it .",0.11111
7531,here the love scenes all end in someone screaming .,0.375
7532,"maybe there 's a metaphor here , but figuring it out would n't make trouble every day any better .",0.30556
7533,this is the first film i 've ever seen that had no obvious directing involved .,0.58333
7534,fans of so-bad-they 're - good cinema may find some fun in this jumbled mess .,0.4305600000000001
7535,weiss and speck never make a convincing case for the relevance of these two 20th-century footnotes .,0.51389
7536,"sheridan is painfully bad , a fourth-rate jim carrey who does n't understand the difference between dumb fun and just plain dumb .",0.13889
7537,"presents nothing special and , until the final act , nothing overtly disagreeable .",0.33333
7538,the most excruciating  minutes one might sit through this summer that do not involve a dentist drill .,0.26389
7539,was that movie nothing more than a tepid exercise in trotting out a formula that worked five years ago but has since lost its fizz ?,0.097222
7540,it goes on for too long and bogs down in a surfeit of characters and unnecessary subplots .,0.13889
7541,it 's absolutely amazing how first-time director kevin donovan managed to find something new to add to the canon of chan .,0.77778
7542,make chan 's action sequences boring .,0.22222
7543,you ... get a sense of good intentions derailed by a failure to seek and strike just the right tone .,0.33333
7544,"` in this poor remake of such a well loved classic , parker exposes the limitations of his skill and the basic flaws in his vision . '",0.11111
7545,it 's the movie equivalent of a sweaty old guy in a rain coat shopping for cheap porn .,0.41667
7546,"the film 's final hour , where nearly all the previous unseen material resides , is unconvincing soap opera that tornatore was right to cut .",0.27778
7547,the movie does such an excellent job of critiquing itself at every faltering half-step of its development that criticizing feels more like commiserating .,0.30556
7548,"i found it slow , predictable and not very amusing .",0.16667
7549,"director yu seems far more interested in gross-out humor than in showing us well-thought stunts or a car chase that we have n't seen , times .",0.30556
7550,viewers will need all the luck they can muster just figuring out who 's who in this pretentious mess .,0.16667
7551,"a pint-sized ` goodfellas ' designed to appeal to the younger set , it 's not a very good movie in any objective sense , but it does mostly hold one 's interest .",0.48611
7552,get out your pooper-scoopers .,0.083333
7553,"while the material is slight , the movie is better than you might think .",0.73611
7554,"it 's definitely not made for kids or their parents , for that matter , and i think even fans of sandler 's comic taste may find it uninteresting .",0.375
7555,"sheridan seems terrified of the book 's irreverent energy , and scotches most of its ã©lan , humor , bile , and irony .",0.15278
7556,"more busy than exciting , more frantic than involving , more chaotic than entertaining .",0.26389
7557,there are more shots of children smiling for the camera than typical documentary footage which hurts the overall impact of the film .,0.47222
7558,it 's makes a better travelogue than movie .,0.22222
7559,"it 's as if solondz had two ideas for two movies , could n't really figure out how to flesh either out , so he just slopped ` em together here .",0.20833
7560,the fourth in a series that i 'll bet most parents had thought -- hoped !,0.54167
7561,-- was a fad that had long since vanished .,0.41667
7562,"it 's a long way from orwell 's dark , intelligent warning cry (  ) to the empty stud knockabout of equilibrium , and what once was conviction is now affectation .",0.375
7563,"its premise is smart , but the execution is pretty weary .",0.36111
7564,the holiday message of the -minute santa vs. the snowman leaves a lot to be desired .,0.20833
7565,more precious than perspicacious,0.69444
7566,"if you saw it on tv , you 'd probably turn it off , convinced that you had already seen that movie .",0.27778
7567,"( t ) he script is n't up to the level of the direction , nor are the uneven performances by the cast members , who seem bound and determined to duplicate bela lugosi 's now-cliched vampire accent .",0.20833
7568,"if this is cinema , i pledge allegiance to cagney and lacey .",0.097222
7569,"enigma looks great , has solid acting and a neat premise .",0.79167
7570,yet why it fails is a riddle wrapped in a mystery inside an enigma .,0.38889
7571,most of the characters come off as pantomimesque sterotypes .,0.45833
7572,"starts promisingly but disintegrates into a dreary , humorless soap opera .",0.36111
7573,"while there 's likely very little crossover appeal to those without much interest in the elizabethans ( as well as rank frustration from those in the know about rubbo 's dumbed-down tactics ) , much ado about something is an amicable endeavor .",0.68056
7574,it 's actually too sincere -- the crime movie equivalent of a chick flick .,0.40278
7575,most of the film feels conceived and shot on the fly -- like between lunch breaks for shearer 's radio show and his simpson voice-overs .,0.5
7576,"perry 's good and his is an interesting character , but `` serving sara '' has n't much more to serve than silly fluff .",0.27778
7577,nor is it a romantic comedy .,0.44444
7578,culkin turns his character into what is basically an anti-harry potter -- right down to the gryffindor scarf .,0.44444
7579,"memorable for a peculiar malaise that renders its tension flaccid and , by extension , its surprises limp and its resolutions ritual .",0.22222
7580,it 's a documentary that says that the alternate sexuality meant to set you free may require so much relationship maintenance that celibacy can start looking good .,0.5
7581,"in the not-too-distant future , movies like ghost ship will be used as analgesic balm for overstimulated minds .",0.33333
7582,"right now , they 're merely signposts marking the slow , lingering death of imagination .",0.20833
7583,the movie 's biggest shocks come from seeing former nymphette juliette lewis playing a salt-of-the-earth mommy named minnie and watching slim travel incognito in a ridiculous wig no respectable halloween costume shop would ever try to sell .,0.20833
7584,like most movies about the pitfalls of bad behavior ... circuit gets drawn into the party .,0.31944
7585,it appears as if even the filmmakers did n't know what kind of movie they were making .,0.041667
7586,"beneath the uncanny , inevitable and seemingly shrewd facade of movie-biz farce ... lies a plot cobbled together from largely flat and uncreative moments .",0.16667
7587,snipes relies too much on a scorchingly plotted dramatic scenario for its own good .,0.41667
7588,"piccoli 's performance is amazing , yes , but the symbols of loss and denial and life-at-arm 's - length in the film seem irritatingly transparent .",0.33333
7589,"starts out mediocre , spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion .",0.013889
7590,"nicolas cage is n't the first actor to lead a group of talented friends astray , and this movie wo n't create a ruffle in what is already an erratic career .",0.29167
7591,"it lacks the compassion , good-natured humor and the level of insight that made ( eyre 's ) first film something of a sleeper success .",0.22222
7592,"the result is good gossip , entertainingly delivered , yet with a distinctly musty odour , its expiry date long gone .",0.47222
7593,a sustained fest of self-congratulation between actor and director that leaves scant place for the viewer .,0.34722
7594,all analyze that proves is that there is really only one movie 's worth of decent gags to be gleaned from the premise .,0.44444
7595,"green ruins every single scene he 's in , and the film , while it 's not completely wreaked , is seriously compromised by that .",0.26389
7596,there 's not a comedic moment in this romantic comedy .,0.11111
7597,"the story is predictable , the jokes are typical sandler fare , and the romance with ryder is puzzling .",0.23611
7598,"wallace directs with such patronising reverence , it turns the stomach .",0.48611
7599,resurrection has the dubious distinction of being a really bad imitation of the really bad blair witch project .,0.20833
7600,poor ben bratt could n't find stardom if mapquest emailed him point-to-point driving directions .,0.069444
7601,pretend like your sat scores are below  and you might not notice the flaws .,0.20833
7602,"unlike trey parker , sandler does n't understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself .",0.26389
7603,a fake street drama that keeps telling you things instead of showing them .,0.25
7604,"an empty , purposeless exercise .",0.18056
7605,earnest and tentative even when it aims to shock .,0.59722
7606,"haneke 's script ( from elfriede jelinek 's novel ) is contrived , unmotivated , and psychologically unpersuasive , with an inconclusive ending .",0.0
7607,a sometimes incisive and sensitive portrait that is undercut by its awkward structure and a final veering toward melodrama .,0.36111
7608,those -and-unders looking for their own caddyshack to adopt as a generational signpost may have to keep on looking .,0.23611
7609,"a distinctly mixed bag , the occasional bursts of sharp writing alternating with lots of sloppiness and the obligatory moments of sentimental ooze .",0.30556
7610,what begins brightly gets bogged down over  minutes .,0.27778
7611,"ultimately , jane learns her place as a girl , softens up and loses some of the intensity that made her an interesting character to begin with .",0.47222
7612,ah-nuld 's action hero days might be over .,0.27778
7613,"it 's clear why deuces wild , which was shot two years ago , has been gathering dust on mgm 's shelf .",0.25
7614,"feels like nothing quite so much as a middle-aged moviemaker 's attempt to surround himself with beautiful , half-naked women .",0.5
7615,"when the precise nature of matthew 's predicament finally comes into sharp focus , the revelation fails to justify the build-up .",0.4305600000000001
7616,"this picture is murder by numbers , and as easy to be bored by as your abc 's , despite a few whopping shootouts .",0.16667
7617,hilarious musical comedy though stymied by accents thick as mud .,0.59722
7618,"if you are into splatter movies , then you will probably have a reasonably good time with the salton sea .",0.66667
7619,"a dull , simple-minded and stereotypical tale of drugs , death and mind-numbing indifference on the inner-city streets .",0.15278
7620,the feature-length stretch ... strains the show 's concept .,0.22222
7621,this slender plot feels especially thin stretched over the nearly -minute running time .,0.20833
7622,a film that will probably please people already fascinated by behan but leave everyone else yawning with admiration .,0.41667
7623,"davis the performer is plenty fetching enough , but she needs to shake up the mix , and work in something that does n't feel like a half-baked stand-up routine .",0.4305600000000001
7624,the densest distillation of roberts ' movies ever made .,0.23611
7625,"ultimately , the film never recovers from the clumsy clichã© of the ugly american abroad , and the too-frosty exterior ms. paltrow employs to authenticate her british persona is another liability .",0.34722
7626,a handsome but unfulfilling suspense drama more suited to a quiet evening on pbs than a night out at an amc .,0.26389
7627,"tom green and an ivy league college should never appear together on a marquee , especially when the payoff is an unschooled comedy like stealing harvard , which fails to keep  minutes from seeming like  .",0.4305600000000001
7628,"( it ) highlights not so much the crime lord 's messianic bent , but spacey 's .",0.5
7629,master of disguise runs for only  minutes and feels like three hours .,0.13889
7630,a reworking of die hard and cliffhanger but it 's nowhere near as exciting as either .,0.22222
7631,suffers from unlikable characters and a self-conscious sense of its own quirky hipness .,0.13889
7632,a film without surprise geared toward maximum comfort and familiarity .,0.33333
7633,"fessenden continues to do interesting work , and it would be nice to see what he could make with a decent budget .",0.75
7634,"but the problem with wendigo , for all its effective moments , is n't really one of resources .",0.30556
7635,"spirit is a visual treat , and it takes chances that are bold by studio standards , but it lacks a strong narrative .",0.79167
7636,"it stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie .",0.29167
7637,their contrast is neither dramatic nor comic -- it 's just a weird fizzle .,0.29167
7638,this is a children 's film in the truest sense .,0.70833
7639,"it 's packed with adventure and a worthwhile environmental message , so it 's great for the kids .",0.91667
7640,"parents , on the other hand , will be ahead of the plot at all times , and there is n't enough clever innuendo to fil",0.44444
7641,the niftiest trick perpetrated by the importance of being earnest is the alchemical transmogrification of wilde into austen -- and a hollywood-ized austen at that .,0.48611
7642,"tykwer 's surface flash is n't just a poor fit with kieslowski 's lyrical pessimism ; it completely contradicts everything kieslowski 's work aspired to , including the condition of art .",0.19444
7643,"ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .",0.51389
7644,too slick and manufactured to claim street credibility .,0.29167
7645,"cherry orchard is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story . '",0.30556
7646,"what ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits .",0.19444
7647,a dark comedy that goes for sick and demented humor simply to do so .,0.30556
7648,the movie is without intent .,0.33333
7649,visually exciting sci-fi film which suffers from a lackluster screenplay .,0.48611
7650,"while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity .",0.29167
7651,"if the full monty was a freshman fluke , lucky break is ( cattaneo ) sophomore slump .",0.34722
7652,"sandra bullock and hugh grant make a great team , but this predictable romantic comedy should get a pink slip .",0.23611
7653,"allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing handicap .",0.26389
7654,you expect more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ) than this cliche pileup .,0.125
7655,"the first mistake , i suspect , is casting shatner as a legendary professor and kunis as a brilliant college student -- where 's pauly shore as the rocket scientist ?",0.23611
7656,"the dramatic scenes are frequently unintentionally funny , and the action sequences -- clearly the main event -- are surprisingly uninvolving .",0.26389
7657,"replacing john carpenter 's stylish tracking shots is degraded , handheld blair witch video-cam footage .",0.375
7658,"of all the halloween 's , this is the most visually unappealing .",0.13889
7659,it has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references .,0.26389
7660,"despite its dry wit and compassion , the film suffers from a philosophical emptiness and maddeningly sedate pacing .",0.26389
7661,"... feels as if ( there 's ) a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something .",0.19444
7662,attal pushes too hard to make this a comedy or serious drama .,0.16667
7663,"he seems to want both , but succeeds in making neither .",0.22222
7664,i could have used my two hours better watching being john malkovich again .,0.20833
7665,"it 's not a bad plot ; but , unfortunately , the movie is nowhere near as refined as all the classic dramas it borrows from .",0.5
7666,"girlfriends are bad , wives are worse and babies are the kiss of death in this bitter italian comedy .",0.23611
7667,the only young people who possibly will enjoy it are infants ... who might be distracted by the movie 's quick movements and sounds .,0.34722
7668,"the film boasts at least a few good ideas and features some decent performances , but the result is disappointing .",0.63889
7669,no such thing breaks no new ground and treads old turf like a hippopotamus ballerina .,0.29167
7670,"unfortunately , neither sendak nor the directors are particularly engaging or articulate .",0.45833
7671,"a wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters ' decisions only unsatisfactorily .",0.19444
7672,bang !,0.55556
7673,zoom !,0.61111
7674,"it 's actually pretty funny , but in all the wrong places .",0.40278
7675,lurid and less than lucid work .,0.25
7676,a wannabe comedy of manners about a brainy prep-school kid with a mrs. robinson complex founders on its own preciousness -- and squanders its beautiful women .,0.31944
7677,"at a brief  minutes , we need more x and less blab .",0.52778
7678,"if anything , see it for karen black , who camps up a storm as a fringe feminist conspiracy theorist named dirty dick .",0.63889
7679,this -minute dud could pass for mike tyson 's e !,0.13889
7680,"this is surely one of the most frantic , virulent and foul-natured christmas season pics ever delivered by a hollywood studio .",0.19444
7681,"once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea is n't funny .",0.15278
7682,a porn film without the sex scenes .,0.48611
7683,"the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice .",0.31944
7684,"a depressingly retrograde , ` post-feminist ' romantic comedy that takes an astonishingly condescending attitude toward women .",0.13889
7685,"return to never land is much more p.c. than the original version ( no more racist portraits of indians , for instance ) , but the excitement is missing .",0.375
7686,"by the end , you just do n't care whether that cold-hearted snake petrovich ( that would be reno ) gets his comeuppance .",0.40278
7687,"just bring on the battle bots , please !",0.625
7688,"while it 's all quite tasteful to look at , the attention process tends to do a little fleeing of its own .",0.26389
7689,"broder 's screenplay is shallow , offensive and redundant , with pitifully few real laughs .",0.22222
7690,"yes they can swim , the title is merely anne-sophie birot 's off-handed way of saying girls find adolescence difficult to wade through .",0.45833
7691,"don michael paul uses quick-cuts , ( very ) large shadows and wide-angle shots taken from a distance to hide the liberal use of a body double ( for seagal ) .",0.55556
7692,"slow , silly and unintentionally hilarious .",0.54167
7693,the sweetest thing leaves a bitter taste .,0.19444
7694,"in a big corner office in hell , satan is throwing up his hands in surrender , is firing his r&d people , and has decided he will just screen the master of disguise \/ .",0.069444
7695,"for something as splendid-looking as this particular film , the viewer expects something special but instead gets ( sci-fi ) rehash .",0.27778
7696,a thriller without a lot of thrills .,0.13889
7697,this stuck pig of a movie flails limply between bizarre comedy and pallid horror .,0.16667
7698,"ah , the travails of metropolitan life !",0.44444
7699,"alas , another breathless movie about same !",0.44444
7700,"in moonlight mile , no one gets shut out of the hug cycle .",0.59722
7701,"though uniformly well acted , especially by young ballesta and galan ( a first-time actor ) , writer\/director achero manas 's film is schematic and obvious .",0.48611
7702,done in mostly by a weak script that ca n't support the epic treatment .,0.16667
7703,"despite its visual virtuosity , ` naqoyqatsi ' is banal in its message and the choice of material to convey it .",0.25
7704,slap her - she 's not funny !,0.20833
7705,"no french people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half .",0.055556
7706,"though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should .",0.72222
7707,`` one look at a girl in tight pants and big tits and you turn stupid ? '',0.30556
7708,um ... is n't that the basis for the entire plot ?,0.375
7709,`` not really as bad as you might think ! '',0.54167
7710,strident and inelegant in its ` message-movie ' posturing .,0.51389
7711,one regards reign of fire with awe .,0.8333299999999999
7712,what a vast enterprise has been marshaled in the service of such a minute idea .,0.56944
7713,"it has the right approach and the right opening premise , but it lacks the zest and it goes for a plot twist instead of trusting the material .",0.5
7714,"its impressive images of crematorium chimney fires and stacks of dead bodies are undermined by the movie 's presentation , which is way too stagy .",0.30556
7715,"seeing as the film lacks momentum and its position remains mostly undeterminable , the director 's experiment is a successful one .",0.63889
7716,the plot is romantic comedy boilerplate from start to finish .,0.45833
7717,i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .,0.27778
7718,an unfortunate title for a film that has nothing endearing about it .,0.18056
7719,ninety minutes of viva castro !,0.5
7720,"can be as tiresome as  seconds of jesse helms ' anti- castro rhetoric , which are included",0.25
7721,"comes off as a long , laborious whine , the bellyaching of a paranoid and unlikable man .",0.11111
7722,"it just goes to show , an intelligent person is n't necessarily an admirable storyteller .",0.31944
7723,"in a -minute film , aaliyah gets at most  minutes of screen time .",0.40278
7724,... most viewers will wish there had been more of the `` queen '' and less of the `` damned . '',0.25
7725,"hopelessly inane , humorless and under-inspired .",0.097222
7726,"kapur fails to give his audience a single character worth rooting for ( or worth rooting against , for that matter ) .",0.375
7727,it reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump just for sitting through it .,0.33333
7728,"none of this has the suavity or classical familiarity of bond , but much of it is good for a laugh .",0.51389
7729,the problem with `` xx '' is that its own action is n't very effective .,0.23611
7730,a great script brought down by lousy direction .,0.20833
7731,same guy with both hats .,0.5
7732,big mistake .,0.22222
7733,"a mediocre exercise in target demographics , unaware that it 's the butt of its own joke .",0.26389
7734,"director kevin bray excels in breaking glass and marking off the `` miami vice '' checklist of power boats , latin music and dog tracks .",0.51389
7735,"he does n't , however , deliver nearly enough of the show 's trademark style and flash .",0.27778
7736,"in gleefully , thumpingly hyperbolic terms , it covers just about every cliche in the compendium about crass , jaded movie types and the phony baloney movie biz .",0.48611
7737,the spalding gray equivalent of a teen gross-out comedy .,0.44444
7738,perhaps even the slc high command found writer-director mitch davis 's wall of kitsch hard going .,0.27778
7739,"according to wendigo , ` nature ' loves the members of the upper class almost as much as they love themselves .",0.73611
7740,an encouraging effort from mccrudden,0.68056
7741,the romance between the leads is n't as compelling or as believable as it should be .,0.36111
7742,"if i could have looked into my future and saw how bad this movie was , i would go back and choose to skip it .",0.055556
7743,"fortunately , you still have that option .",0.54167
7744,supposedly authentic account of a historical event that 's far too tragic to merit such superficial treatment .,0.30556
7745,"adroit but finally a trifle flat , mad love does n't galvanize its outrage the way , say , jane campion might have done , but at least it possesses some .",0.36111
7746,to blandly go where we went  movies ago ...,0.22222
7747,a slow-moving police-procedural thriller that takes its title all too literally .,0.36111
7748,this u-boat does n't have a captain .,0.38889
7749,"with nary a glimmer of self-knowledge , ( crane ) becomes more specimen than character -- and auto focus remains a chilly , clinical lab report .",0.22222
7750,this one aims for the toilet and scores a direct hit .,0.055556
7751,"dull , a road-trip movie that 's surprisingly short of both adventure and song .",0.125
7752,"i walked away not really know who `` they '' were , what `` they '' looked like .",0.26389
7753,"why `` they '' were here and what `` they '' wanted and quite honestly , i did n't care .",0.26389
7754,"after several scenes of this tacky nonsense , you 'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially because half past dead is like the rock on a wal-mart budget .",0.18056
7755,"a relatively effective little potboiler until its absurd , contrived , overblown , and entirely implausible finale .",0.54167
7756,the country bears wastes an exceptionally good idea .,0.083333
7757,but the movie that does n't really deliver for country music fans or for family audiences,0.19444
7758,adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio .,0.41667
7759,"as for children , they wo n't enjoy the movie at all .",0.23611
7760,... you can be forgiven for realizing that you 've spent the past  minutes looking at your watch and waiting for frida to just die already .,0.055556
7761,too bad writer-director adam rifkin situates it all in a plot as musty as one of the golden eagle 's carpets .,0.22222
7762,it 's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .,0.5
7763,"the movie is genial but never inspired , and little about it will stay with you .",0.375
7764,"the movie obviously seeks to re-create the excitement of such '50s flicks as jules verne 's ' , leagues under the sea ' and the george pal version of h.g. wells ' ` the time machine . '",0.47222
7765,but its storytelling prowess and special effects are both listless .,0.26389
7766,"despite the opulent lushness of every scene , the characters never seem to match the power of their surroundings .",0.29167
7767,even after  minutes of playing opposite each other bullock and grant still look ill at ease sharing the same scene .,0.29167
7768,what should have been a painless time-killer becomes instead a grating endurance test .,0.33333
7769,"a bland , obnoxious -minute infomercial for universal studios and its ancillary products . . .",0.23611
7770,"little action , almost no suspense or believable tension , one-dimensional characters up the wazoo and sets that can only be described as sci-fi generic .",0.36111
7771,"the movie strains to stay on the light , comic side of the issue , despite the difficulty of doing so when dealing with the destruction of property and , potentially , of life itself .",0.4305600000000001
7772,the master of disguise is awful .,0.027778
7773,it 's pauly shore awful .,0.055556
7774,do n't say you were n't warned .,0.33333
7775,disappointing in comparison to other recent war movies ... or any other john woo flick for that matter .,0.22222
7776,the entire movie is filled with deja vu moments .,0.51389
7777,` opening up ' the play more has partly closed it down .,0.36111
7778,what ( frei ) gives us ... is a man who uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows .,0.68056
7779,"an ugly , revolting movie .",0.30556
7780,the film is way too full of itself ; it 's stuffy and pretentious in a give-me-an-oscar kind of way .,0.31944
7781,"the movie is concocted and carried out by folks worthy of scorn , and the nicest thing i can say is that i ca n't remember a single name responsible for it .",0.11111
7782,watching `` ending '' is too often like looking over the outdated clothes and plastic knickknacks at your neighbor 's garage sale .,0.20833
7783,you ca n't believe anyone would really buy this stuff .,0.125
7784,"certainly beautiful to look at , but its not very informative about its titular character and no more challenging than your average television biopic .",0.47222
7785,"it desperately wants to be a wacky , screwball comedy , but the most screwy thing here is how so many talented people were convinced to waste their time .",0.027778
7786,the skills of a calculus major at m.i.t. are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ?,0.22222
7787,"from the choppy editing to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line , `` besotted '' is misbegotten",0.16667
7788,my advice is to skip the film and pick up the soundtrack .,0.34722
